Id	Convergent_Subs	OnlyInGpId	OnlyOutGpId	OneInOutId	%Convergent_Subs	%OnlyInGpId	%OnlyOutGpId	%OneInOutId
ENST00000256544	0	0	0	0	0	0	0	0
ENST00000256585	0	0	0	0	0	0	0	0
ENST00000256592	0	0	0	1	0	0	0	0.72463768115942
ENST00000256637	0	0	0	0	0	0	0	0
ENST00000256646	0	0	0	0	0	0	0	0
ENST00000256649	0	0	0	0	0	0	0	0
ENST00000256707	0	0	0	0	0	0	0	0
ENST00000256722	0	0	0	0	0	0	0	0
ENST00000256759	0	0	0	0	0	0	0	0
ENST00000256797	0	0	0	0	0	0	0	0
ENST00000256854	0	0	0	0	0	0	0	0
ENST00000256857	0	0	0	0	0	0	0	0
ENST00000256858	0	0	0	0	0	0	0	0
ENST00000256906	2	0	0	0	0.760456273764259	0	0	0
ENST00000256925	0	0	0	0	0	0	0	0
ENST00000256953	0	0	0	0	0	0	0	0
ENST00000256969	0	0	0	0	0	0	0	0
ENST00000256993	1	0	0	0	0.131406044678055	0	0	0
ENST00000256996	0	0	0	0	0	0	0	0
ENST00000257118	0	0	0	0	0	0	0	0
ENST00000257177	0	0	0	0	0	0	0	0
ENST00000257181	0	0	0	0	0	0	0	0
ENST00000257215	0	0	0	0	0	0	0	0
ENST00000257245	0	0	0	0	0	0	0	0
ENST00000257287	0	1	0	0	0	0.087719298245614	0	0
ENST00000257347	1	1	0	0	0.177304964539007	0.177304964539007	0	0
ENST00000257408	0	0	0	1	0	0	0	0.095877277085331
ENST00000257414	1	0	0	0	0.095510983763133	0	0	0
ENST00000257430	1	0	0	0	0.035174111853676	0	0	0
ENST00000257497	0	0	0	1	0	0	0	0.289017341040462
ENST00000257548	0	0	0	0	0	0	0	0
ENST00000257552	0	0	0	0	0	0	0	0
ENST00000257570	1	1	0	0	0.194552529182879	0.194552529182879	0	0
ENST00000257572	0	0	0	0	0	0	0	0
ENST00000257575	0	0	0	0	0	0	0	0
ENST00000257600	0	0	0	0	0	0	0	0
ENST00000257604	0	0	0	3	0	0	0	0.518134715025907
ENST00000257626	1	0	0	0	0.138121546961326	0	0	0
ENST00000257663	0	0	0	0	0	0	0	0
ENST00000257694	0	0	0	0	0	0	0	0
ENST00000257700	1	1	0	0	0.127226463104326	0.127226463104326	0	0
ENST00000257724	0	0	0	1	0	0	0	0.319488817891374
ENST00000257745	0	0	0	0	0	0	0	0
ENST00000257749	0	0	0	0	0	0	0	0
ENST00000257770	0	0	0	0	0	0	0	0
ENST00000257776	0	0	0	0	0	0	0	0
ENST00000257787	0	0	0	0	0	0	0	0
ENST00000257789	0	0	0	0	0	0	0	0
ENST00000257818	0	0	0	0	0	0	0	0
ENST00000257829	0	0	0	0	0	0	0	0
ENST00000257836	0	0	0	0	0	0	0	0
ENST00000257860	0	0	0	0	0	0	0	0
ENST00000257861	0	0	0	1	0	0	0	0.122100122100122
ENST00000257863	0	0	0	0	0	0	0	0
ENST00000257867	0	0	0	0	0	0	0	0
ENST00000257868	0	0	0	0	0	0	0	0
ENST00000257894	3	0	0	0	0.402684563758389	0	0	0
ENST00000257895	0	0	0	0	0	0	0	0
ENST00000257904	0	0	0	0	0	0	0	0
ENST00000257905	0	0	0	0	0	0	0	0
ENST00000257910	0	0	0	0	0	0	0	0
ENST00000257934	0	0	0	0	0	0	0	0
ENST00000257981	0	0	0	0	0	0	0	0
ENST00000258042	1	1	0	0	0.256410256410256	0.256410256410256	0	0
ENST00000258052	0	0	0	0	0	0	0	0
ENST00000258080	0	0	0	0	0	0	0	0
ENST00000258083	0	0	0	0	0	0	0	0
ENST00000258091	0	1	0	0	0	0.184162062615101	0	0
ENST00000258105	0	0	0	0	0	0	0	0
ENST00000258111	0	0	0	0	0	0	0	0
ENST00000258168	0	0	0	0	0	0	0	0
ENST00000258169	0	0	0	0	0	0	0	0
ENST00000258180	0	0	0	1	0	0	0	0.259067357512953
ENST00000258198	0	0	0	0	0	0	0	0
ENST00000258200	0	0	0	0	0	0	0	0
ENST00000258214	0	0	0	0	0	0	0	0
ENST00000258229	0	1	0	1	0	0.046816479400749	0	0.046816479400749
ENST00000258243	0	1	0	0	0	0.065616797900263	0	0
ENST00000258301	0	0	0	0	0	0	0	0
ENST00000258349	0	0	0	0	0	0	0	0
ENST00000258383	0	0	0	0	0	0	0	0
ENST00000258399	0	0	0	0	0	0	0	0
ENST00000258400	0	0	0	0	0	0	0	0
ENST00000258411	0	0	0	0	0	0	0	0
ENST00000258412	0	0	0	0	0	0	0	0
ENST00000258415	1	0	0	0	0.190114068441065	0	0	0
ENST00000258416	0	0	0	0	0	0	0	0
ENST00000258418	0	0	0	0	0	0	0	0
ENST00000258428	0	0	0	0	0	0	0	0
ENST00000258436	2	0	0	0	0.423728813559322	0	0	0
ENST00000258439	0	0	0	0	0	0	0	0
ENST00000258455	0	1	0	0	0	0.252525252525252	0	0
ENST00000258457	0	0	0	0	0	0	0	0
ENST00000258484	1	0	0	0	0.125156445556946	0	0	0
ENST00000258499	0	0	1	0	0	0	0.153846153846154	0
ENST00000258526	0	0	0	0	0	0	0	0
ENST00000258534	0	0	0	0	0	0	0	0
ENST00000258538	0	0	0	0	0	0	0	0
ENST00000258646	0	0	0	0	0	0	0	0
ENST00000258648	0	0	0	0	0	0	0	0
ENST00000258662	0	0	0	0	0	0	0	0
ENST00000258711	0	0	0	0	0	0	0	0
ENST00000258729	0	0	0	0	0	0	0	0
ENST00000258739	0	0	0	0	0	0	0	0
ENST00000258770	0	0	0	0	0	0	0	0
ENST00000258772	0	0	0	0	0	0	0	0
ENST00000258774	0	0	0	0	0	0	0	0
ENST00000258787	0	0	0	0	0	0	0	0
ENST00000258821	0	0	0	0	0	0	0	0
ENST00000258873	0	0	0	0	0	0	0	0
ENST00000258886	0	0	0	0	0	0	0	0
ENST00000258888	2	1	0	2	0.127226463104326	0.063613231552163	0	0.127226463104326
ENST00000258930	0	0	0	0	0	0	0	0
ENST00000258955	1	0	0	0	0.226244343891403	0	0	0
ENST00000258975	0	0	0	0	0	0	0	0
ENST00000258991	0	1	0	0	0	0.088731144631766	0	0
ENST00000259006	0	0	0	0	0	0	0	0
ENST00000259008	0	0	0	0	0	0	0	0
ENST00000259021	0	0	0	0	0	0	0	0
ENST00000259050	0	0	0	0	0	0	0	0
ENST00000259075	0	0	0	0	0	0	0	0
ENST00000259089	0	0	0	1	0	0	0	0.224719101123595
ENST00000259119	0	0	0	0	0	0	0	0
ENST00000259229	0	0	0	0	0	0	0	0
ENST00000259239	0	0	0	0	0	0	0	0
ENST00000259241	0	0	0	0	0	0	0	0
ENST00000259253	0	0	0	0	0	0	0	0
ENST00000259271	0	0	0	0	0	0	0	0
ENST00000259335	0	0	0	1	0	0	0	0.052192066805846
ENST00000259351	0	0	0	0	0	0	0	0
ENST00000259392	0	0	0	0	0	0	0	0
ENST00000259400	0	0	0	0	0	0	0	0
ENST00000259407	1	0	0	2	0.239808153477218	0	0	0.479616306954436
ENST00000259455	0	0	0	0	0	0	0	0
ENST00000259457	0	0	0	0	0	0	0	0
ENST00000259467	0	0	0	0	0	0	0	0
ENST00000259470	0	0	0	1	0	0	0	0.302114803625378
ENST00000259486	0	0	0	0	0	0	0	0
ENST00000259512	0	0	0	0	0	0	0	0
ENST00000259526	0	0	0	0	0	0	0	0
ENST00000259605	0	0	0	0	0	0	0	0
ENST00000259632	0	0	0	0	0	0	0	0
ENST00000259667	0	0	0	0	0	0	0	0
ENST00000259708	0	0	0	0	0	0	0	0
ENST00000259727	0	0	0	0	0	0	0	0
ENST00000259746	0	0	0	0	0	0	0	0
ENST00000259748	0	0	0	0	0	0	0	0
ENST00000259750	0	0	0	0	0	0	0	0
ENST00000259782	0	0	0	0	0	0	0	0
ENST00000259803	0	0	0	1	0	0	0	0.229357798165138
ENST00000259808	0	0	0	0	0	0	0	0
ENST00000259845	0	0	0	0	0	0	0	0
ENST00000259870	0	0	0	1	0	0	0	0.323624595469256
ENST00000259873	0	0	0	0	0	0	0	0
ENST00000259895	0	0	0	0	0	0	0	0
ENST00000259915	0	0	0	0	0	0	0	0
ENST00000259939	0	0	0	0	0	0	0	0
ENST00000259953	0	0	0	0	0	0	0	0
ENST00000259963	0	1	0	1	0	0.3003003003003	0	0.3003003003003
ENST00000259983	0	0	0	0	0	0	0	0
ENST00000260102	0	0	0	0	0	0	0	0
ENST00000260126	0	0	0	2	0	0	0	0.252206809583859
ENST00000260128	0	0	0	0	0	0	0	0
ENST00000260129	1	0	0	1	0.117233294255569	0	0	0.117233294255569
ENST00000260187	0	0	0	1	0	0	0	0.173611111111111
ENST00000260197	0	0	0	1	0	0	0	0.047596382674917
ENST00000260210	1	1	0	0	0.170068027210884	0.170068027210884	0	0
ENST00000260264	0	0	0	0	0	0	0	0
ENST00000260270	0	0	0	0	0	0	0	0
ENST00000260283	1	0	0	0	0.08605851979346	0	0	0
ENST00000260327	0	0	0	0	0	0	0	0
ENST00000260356	1	0	0	0	0.085543199315654	0	0	0
ENST00000260361	0	0	0	0	0	0	0	0
ENST00000260363	0	0	0	0	0	0	0	0
ENST00000260372	0	0	0	0	0	0	0	0
ENST00000260379	0	0	0	0	0	0	0	0
ENST00000260383	0	0	0	0	0	0	0	0
ENST00000260385	0	0	0	0	0	0	0	0
ENST00000260386	0	0	0	0	0	0	0	0
ENST00000260402	0	0	0	0	0	0	0	0
ENST00000260403	0	0	0	0	0	0	0	0
ENST00000260408	0	0	0	0	0	0	0	0
ENST00000260453	0	1	0	0	0	0.204081632653061	0	0
ENST00000260502	0	0	0	0	0	0	0	0
ENST00000260505	0	0	0	0	0	0	0	0
ENST00000260508	0	0	0	0	0	0	0	0
ENST00000260526	0	0	0	1	0	0	0	0.079302141157811
ENST00000260563	0	0	0	0	0	0	0	0
ENST00000260570	0	0	0	0	0	0	0	0
ENST00000260585	0	0	0	0	0	0	0	0
ENST00000260599	2	0	0	0	0.78125	0	0	0
ENST00000260643	0	0	0	0	0	0	0	0
ENST00000260649	0	0	0	0	0	0	0	0
ENST00000260702	0	0	0	0	0	0	0	0
ENST00000260723	0	1	1	2	0	0.221238938053097	0.221238938053097	0.442477876106195
ENST00000260731	0	0	0	0	0	0	0	0
ENST00000260746	0	0	0	0	0	0	0	0
ENST00000260762	0	0	0	0	0	0	0	0
ENST00000260803	0	0	0	0	0	0	0	0
ENST00000260810	0	1	0	1	0	0.065703022339028	0	0.065703022339028
ENST00000260818	0	0	0	0	0	0	0	0
ENST00000260947	0	0	0	0	0	0	0	0
ENST00000260950	0	0	0	0	0	0	0	0
ENST00000260970	0	0	0	0	0	0	0	0
ENST00000261007	0	0	0	1	0	0	0	0.235849056603774
ENST00000261015	0	0	0	0	0	0	0	0
ENST00000261018	0	0	0	0	0	0	0	0
ENST00000261023	0	0	0	0	0	0	0	0
ENST00000261024	0	0	0	0	0	0	0	0
ENST00000261037	0	0	0	0	0	0	0	0
ENST00000261038	0	0	0	0	0	0	0	0
ENST00000261047	0	0	0	0	0	0	0	0
ENST00000261058	0	2	0	1	0	0.617283950617284	0	0.308641975308642
ENST00000261167	0	0	0	0	0	0	0	0
ENST00000261170	2	0	0	1	0.209863588667366	0	0	0.104931794333683
ENST00000261173	0	0	0	0	0	0	0	0
ENST00000261180	0	0	0	0	0	0	0	0
ENST00000261183	0	0	0	0	0	0	0	0
ENST00000261191	0	0	0	0	0	0	0	0
ENST00000261195	0	0	0	0	0	0	0	0
ENST00000261200	6	0	0	0	0.399467376830892	0	0	0
ENST00000261207	0	0	0	0	0	0	0	0
ENST00000261208	0	1	0	0	0	0.15220700152207	0	0
ENST00000261226	0	0	0	0	0	0	0	0
ENST00000261234	0	1	0	1	0	0.225733634311512	0	0.225733634311512
ENST00000261245	0	0	0	0	0	0	0	0
ENST00000261249	0	0	0	0	0	0	0	0
ENST00000261250	0	0	0	0	0	0	0	0
ENST00000261254	0	0	0	0	0	0	0	0
ENST00000261263	0	0	0	0	0	0	0	0
ENST00000261267	0	0	0	0	0	0	0	0
ENST00000261292	0	0	0	0	0	0	0	0
ENST00000261296	0	0	0	0	0	0	0	0
ENST00000261303	0	0	0	0	0	0	0	0
ENST00000261304	0	0	0	0	0	0	0	0
ENST00000261318	0	0	0	0	0	0	0	0
ENST00000261326	2	0	0	1	0.225733634311512	0	0	0.112866817155756
ENST00000261349	0	0	0	0	0	0	0	0
ENST00000261366	0	0	0	0	0	0	0	0
ENST00000261367	0	0	0	1	0	0	0	0.100502512562814
ENST00000261374	0	0	0	0	0	0	0	0
ENST00000261377	0	0	0	0	0	0	0	0
ENST00000261383	2	1	0	0	0.049652432969216	0.024826216484608	0	0
ENST00000261396	1	0	0	0	0.086505190311419	0	0	0
ENST00000261402	0	0	0	0	0	0	0	0
ENST00000261405	2	1	0	0	0.101317122593718	0.050658561296859	0	0
ENST00000261407	0	0	0	0	0	0	0	0
ENST00000261416	2	0	0	0	0.412371134020619	0	0	0
ENST00000261427	0	0	0	0	0	0	0	0
ENST00000261435	0	0	0	1	0	0	0	0.056497175141243
ENST00000261438	0	0	0	0	0	0	0	0
ENST00000261439	1	0	0	0	0.085616438356164	0	0	0
ENST00000261441	0	0	0	0	0	0	0	0
ENST00000261448	0	0	0	1	0	0	0	0.279329608938547
ENST00000261461	0	0	0	0	0	0	0	0
ENST00000261475	0	0	0	0	0	0	0	0
ENST00000261483	0	1	0	0	0	0.089285714285714	0	0
ENST00000261488	0	0	0	0	0	0	0	0
ENST00000261507	0	0	0	0	0	0	0	0
ENST00000261523	0	0	0	0	0	0	0	0
ENST00000261530	0	0	0	0	0	0	0	0
ENST00000261534	0	0	0	0	0	0	0	0
ENST00000261537	0	0	0	0	0	0	0	0
ENST00000261556	0	0	0	0	0	0	0	0
ENST00000261574	0	0	0	0	0	0	0	0
ENST00000261584	0	0	0	1	0	0	0	0.084317032040472
ENST00000261588	1	0	0	2	0.069979006298111	0	0	0.139958012596221
ENST00000261592	0	0	0	0	0	0	0	0
ENST00000261596	0	0	0	1	0	0	0	0.111607142857143
ENST00000261597	0	0	0	0	0	0	0	0
ENST00000261600	0	0	0	0	0	0	0	0
ENST00000261601	0	0	0	0	0	0	0	0
ENST00000261609	0	0	0	0	0	0	0	0
ENST00000261622	0	0	0	0	0	0	0	0
ENST00000261637	3	0	1	1	0.108735048930772	0	0.036245016310257	0.036245016310257
ENST00000261643	0	0	0	0	0	0	0	0
ENST00000261647	0	0	0	0	0	0	0	0
ENST00000261652	0	0	0	0	0	0	0	0
ENST00000261658	0	0	0	0	0	0	0	0
ENST00000261667	0	0	0	0	0	0	0	0
ENST00000261681	0	0	0	0	0	0	0	0
ENST00000261692	0	0	0	0	0	0	0	0
ENST00000261708	0	0	0	0	0	0	0	0
ENST00000261714	0	0	0	0	0	0	0	0
ENST00000261716	0	0	0	0	0	0	0	0
ENST00000261726	0	0	0	1	0	0	0	0.083333333333333
ENST00000261735	0	0	0	1	0	0	0	0.383141762452107
ENST00000261739	0	0	0	0	0	0	0	0
ENST00000261745	0	0	0	0	0	0	0	0
ENST00000261776	0	0	0	0	0	0	0	0
ENST00000261778	0	0	0	0	0	0	0	0
ENST00000261783	0	0	0	0	0	0	0	0
ENST00000261796	0	0	0	0	0	0	0	0
ENST00000261797	0	0	0	0	0	0	0	0
ENST00000261800	5	1	0	1	0.125533517449159	0.025106703489832	0	0.025106703489832
ENST00000261813	0	0	0	0	0	0	0	0
ENST00000261819	0	0	0	0	0	0	0	0
ENST00000261835	0	0	0	0	0	0	0	0
ENST00000261837	0	0	0	0	0	0	0	0
ENST00000261842	0	0	1	1	0	0	0.09469696969697	0.09469696969697
ENST00000261845	0	0	0	0	0	0	0	0
ENST00000261854	0	0	0	0	0	0	0	0
ENST00000261858	1	0	0	0	0.162074554294976	0	0	0
ENST00000261866	0	1	0	0	0	0.04221190375686	0	0
ENST00000261867	0	0	0	0	0	0	0	0
ENST00000261868	0	0	0	0	0	0	0	0
ENST00000261879	0	0	0	0	0	0	0	0
ENST00000261880	0	0	0	0	0	0	0	0
ENST00000261881	0	0	0	1	0	0	0	0.332225913621262
ENST00000261883	0	0	1	0	0	0	0.088495575221239	0
ENST00000261884	0	0	0	0	0	0	0	0
ENST00000261888	0	0	0	0	0	0	0	0
ENST00000261889	0	0	0	0	0	0	0	0
ENST00000261890	0	0	0	0	0	0	0	0
ENST00000261892	0	0	0	2	0	0	0	0.227014755959137
ENST00000261893	0	0	0	0	0	0	0	0
ENST00000261900	0	0	0	0	0	0	0	0
ENST00000261917	0	0	0	0	0	0	0	0
ENST00000261918	1	0	0	0	0.150602409638554	0	0	0
ENST00000261921	0	0	0	0	0	0	0	0
ENST00000261937	2	0	0	0	0.151630022744503	0	0	0
ENST00000261942	0	0	0	0	0	0	0	0
ENST00000261951	0	0	0	0	0	0	0	0
ENST00000261965	0	0	0	0	0	0	0	0
ENST00000261978	3	0	0	0	0.178997613365155	0	0	0
ENST00000261980	0	0	0	0	0	0	0	0
ENST00000262013	0	0	0	0	0	0	0	0
ENST00000262018	1	0	1	1	0.258397932816537	0	0.258397932816537	0.258397932816537
ENST00000262027	0	0	1	0	0	0	0.111111111111111	0
ENST00000262030	0	0	0	0	0	0	0	0
ENST00000262032	0	0	0	0	0	0	0	0
ENST00000262041	0	0	0	0	0	0	0	0
ENST00000262043	0	0	0	1	0	0	0	0.056785917092561
ENST00000262053	0	0	0	0	0	0	0	0
ENST00000262067	0	0	0	0	0	0	0	0
ENST00000262094	0	0	0	0	0	0	0	0
ENST00000262096	0	0	0	0	0	0	0	0
ENST00000262102	2	0	0	1	0.16260162601626	0	0	0.08130081300813
ENST00000262103	0	0	0	0	0	0	0	0
ENST00000262109	0	1	0	5	0	0.233644859813084	0	1.16822429906542
ENST00000262113	0	0	0	0	0	0	0	0
ENST00000262120	0	0	0	0	0	0	0	0
ENST00000262126	0	0	0	0	0	0	0	0
ENST00000262127	0	0	0	0	0	0	0	0
ENST00000262133	0	0	0	0	0	0	0	0
ENST00000262134	0	0	0	0	0	0	0	0
ENST00000262139	0	0	0	0	0	0	0	0
ENST00000262144	0	0	0	0	0	0	0	0
ENST00000262146	0	0	0	0	0	0	0	0
ENST00000262186	0	0	0	0	0	0	0	0
ENST00000262187	0	0	0	0	0	0	0	0
ENST00000262188	0	0	0	0	0	0	0	0
ENST00000262189	0	0	0	1	0	0	0	0.021253985122211
ENST00000262193	0	0	0	0	0	0	0	0
ENST00000262198	1	0	0	0	0.092081031307551	0	0	0
ENST00000262209	1	0	0	0	0.092592592592593	0	0	0
ENST00000262210	1	0	0	0	0.095057034220532	0	0	0
ENST00000262213	0	0	0	0	0	0	0	0
ENST00000262219	0	0	0	0	0	0	0	0
ENST00000262225	0	0	0	0	0	0	0	0
ENST00000262238	0	0	0	0	0	0	0	0
ENST00000262241	0	0	0	0	0	0	0	0
ENST00000262265	0	0	0	0	0	0	0	0
ENST00000262288	2	0	0	0	0.443458980044346	0	0	0
ENST00000262291	0	0	0	0	0	0	0	0
ENST00000262294	0	0	0	0	0	0	0	0
ENST00000262301	2	0	0	0	0.386100386100386	0	0	0
ENST00000262302	0	0	0	0	0	0	0	0
ENST00000262304								
ENST00000262305	0	0	0	0	0	0	0	0
ENST00000262318	0	0	0	0	0	0	0	0
ENST00000262319	0	1	0	0	0	0.121654501216545	0	0
ENST00000262320	1	0	0	0	0.137174211248285	0	0	0
ENST00000262340	0	0	0	0	0	0	0	0
ENST00000262352	0	0	0	0	0	0	0	0
ENST00000262366	0	0	0	0	0	0	0	0
ENST00000262367	0	0	0	0	0	0	0	0
ENST00000262374	1	0	0	0	0.460829493087558	0	0	0
ENST00000262375	0	0	0	0	0	0	0	0
ENST00000262376	0	0	0	0	0	0	0	0
ENST00000262384	0	0	0	0	0	0	0	0
ENST00000262394	0	0	0	0	0	0	0	0
ENST00000262395	0	0	0	0	0	0	0	0
ENST00000262418	0	1	0	1	0	0.119904076738609	0	0.119904076738609
ENST00000262424	0	0	0	0	0	0	0	0
ENST00000262426	0	0	0	0	0	0	0	0
ENST00000262428	0	0	0	0	0	0	0	0
ENST00000262430	0	0	0	0	0	0	0	0
ENST00000262435	4	0	0	0	0.561009817671809	0	0	0
ENST00000262441	0	1	0	0	0	0.180831826401447	0	0
ENST00000262442	3	0	0	2	0.070638097480575	0	0	0.04709206498705
ENST00000262450	0	1	0	0	0	0.054083288263927	0	0
ENST00000262455	0	0	0	0	0	0	0	0
ENST00000262457	0	0	0	0	0	0	0	0
ENST00000262460	0	0	0	0	0	0	0	0
ENST00000262461	0	0	0	0	0	0	0	0
ENST00000262462	0	0	0	0	0	0	0	0
ENST00000262464	1	0	0	0	0.036589828027808	0	0	0
ENST00000262483	0	0	0	0	0	0	0	0
ENST00000262487	0	0	0	0	0	0	0	0
ENST00000262493	0	0	0	0	0	0	0	0
ENST00000262498	0	0	0	0	0	0	0	0
ENST00000262507	2	0	0	0	0.892857142857143	0	0	0
ENST00000262510	1	0	1	0	0.061652281134402	0	0.061652281134402	0
ENST00000262518	0	0	0	1	0	0	0	0.032154340836013
ENST00000262519	1	0	0	0	0.061199510403917	0	0	0
ENST00000262525	0	0	0	0	0	0	0	0
ENST00000262545	0	0	0	1	0	0	0	0.156739811912226
ENST00000262547	1	0	0	0	0.133155792276964	0	0	0
ENST00000262554	0	0	0	0	0	0	0	0
ENST00000262577	0	0	0	0	0	0	0	0
ENST00000262593	0	0	0	0	0	0	0	0
ENST00000262605	0	0	0	0	0	0	0	0
ENST00000262613	0	0	0	0	0	0	0	0
ENST00000262633	0	0	0	0	0	0	0	0
ENST00000262643	0	0	0	0	0	0	0	0
ENST00000262644	0	0	0	0	0	0	0	0
ENST00000262646	0	0	0	0	0	0	0	0
ENST00000262648	0	0	0	0	0	0	0	0
ENST00000262650	0	0	0	0	0	0	0	0
ENST00000262662	0	0	0	0	0	0	0	0
ENST00000262710	0	1	0	0	0	0.077339520494973	0	0
ENST00000262715	2	0	0	1	0.079936051159073	0	0	0.039968025579536
ENST00000262717	0	0	0	0	0	0	0	0
ENST00000262719	1	0	0	0	0.083963056255248	0	0	0
ENST00000262726	2	0	0	2	0.133244503664224	0	0	0.133244503664224
ENST00000262735	0	0	0	0	0	0	0	0
ENST00000262738	1	0	0	0	0.037341299477222	0	0	0
ENST00000262746	0	0	0	0	0	0	0	0
ENST00000262776	2	0	0	1	0.400801603206413	0	0	0.200400801603206
ENST00000262795	0	0	0	0	0	0	0	0
ENST00000262809	0	0	0	0	0	0	0	0
ENST00000262811	0	0	0	0	0	0	0	0
ENST00000262815	0	0	0	0	0	0	0	0
ENST00000262839	0	0	0	0	0	0	0	0
ENST00000262843	0	0	0	0	0	0	0	0
ENST00000262844	0	0	0	0	0	0	0	0
ENST00000262866	1	0	0	0	0.383141762452107	0	0	0
ENST00000262879	0	0	0	0	0	0	0	0
ENST00000262890	0	0	0	0	0	0	0	0
ENST00000262891	0	0	0	0	0	0	0	0
ENST00000262903	0	0	0	0	0	0	0	0
ENST00000262919	0	0	0	0	0	0	0	0
ENST00000262932	0	0	0	0	0	0	0	0
ENST00000262948	0	0	0	0	0	0	0	0
ENST00000262960	0	0	0	0	0	0	0	0
ENST00000262961	1	1	0	1	0.109529025191676	0.109529025191676	0	0.109529025191676
ENST00000262962	0	0	0	0	0	0	0	0
ENST00000262970	1	0	0	1	0.094161958568738	0	0	0.094161958568738
ENST00000262982	0	0	0	0	0	0	0	0
ENST00000262990	0	0	0	0	0	0	0	0
ENST00000262995	0	0	0	0	0	0	0	0
ENST00000262999	1	0	0	0	0.325732899022801	0	0	0
ENST00000263026	0	0	0	0	0	0	0	0
ENST00000263035	0	0	0	0	0	0	0	0
ENST00000263036	0	0	0	0	0	0	0	0
ENST00000263062	0	0	0	0	0	0	0	0
ENST00000263063	0	0	0	0	0	0	0	0
ENST00000263071	1	2	0	1	0.132275132275132	0.264550264550265	0	0.132275132275132
ENST00000263073	0	0	1	1	0	0	0.072306579898771	0.072306579898771
ENST00000263083	0	0	0	0	0	0	0	0
ENST00000263088	1	0	0	0	0.107181136120043	0	0	0
ENST00000263092	0	1	0	0	0	0.183150183150183	0	0
ENST00000263094	1	0	0	2	0.076687116564417	0	0	0.153374233128834
ENST00000263100	2	1	0	1	0.647249190938511	0.323624595469256	0	0.323624595469256
ENST00000263102	0	0	0	0	0	0	0	0
ENST00000263125	0	0	0	0	0	0	0	0
ENST00000263160	0	0	0	0	0	0	0	0
ENST00000263181	0	1	0	0	0	0.111358574610245	0	0
ENST00000263187	1	0	0	1	0.120192307692308	0	0	0.120192307692308
ENST00000263196	1	0	0	0	0.192307692307692	0	0	0
ENST00000263202	0	0	0	0	0	0	0	0
ENST00000263205	0	0	0	0	0	0	0	0
ENST00000263207	1	1	0	0	0.114942528735632	0.114942528735632	0	0
ENST00000263208	0	0	0	0	0	0	0	0
ENST00000263212	0	0	0	0	0	0	0	0
ENST00000263233	0	0	0	0	0	0	0	0
ENST00000263239	1	0	0	0	0.149253731343284	0	0	0
ENST00000263245	0	0	0	0	0	0	0	0
ENST00000263246	0	0	0	1	0	0	0	0.205761316872428
ENST00000263253	0	0	0	0	0	0	0	0
ENST00000263256	0	0	0	0	0	0	0	0
ENST00000263257	0	0	0	0	0	0	0	0
ENST00000263265	1	0	0	0	0.171232876712329	0	0	0
ENST00000263266	0	0	0	0	0	0	0	0
ENST00000263268	0	0	0	0	0	0	0	0
ENST00000263274	2	0	0	0	0.240673886883273	0	0	0
ENST00000263314	0	0	0	0	0	0	0	0
ENST00000263317	0	0	0	0	0	0	0	0
ENST00000263321	1	0	0	1	0.21978021978022	0	0	0.21978021978022
ENST00000263346	0	0	0	0	0	0	0	0
ENST00000263370	0	0	0	0	0	0	0	0
ENST00000263372	1	0	0	0	0.319488817891374	0	0	0
ENST00000263377	0	0	0	0	0	0	0	0
ENST00000263379	0	0	0	0	0	0	0	0
ENST00000263382	0	0	0	0	0	0	0	0
ENST00000263383	0	0	0	0	0	0	0	0
ENST00000263384	0	0	0	0	0	0	0	0
ENST00000263390	0	0	0	0	0	0	0	0
ENST00000263401	0	0	0	0	0	0	0	0
ENST00000263408	1	1	0	0	0.180505415162455	0.180505415162455	0	0
ENST00000263431	0	0	0	0	0	0	0	0
ENST00000263433	3	0	0	1	0.566037735849057	0	0	0.188679245283019
ENST00000263440	1	0	0	0	0.19723865877712	0	0	0
ENST00000263461	0	0	0	0	0	0	0	0
ENST00000263468	2	0	0	1	0.17905102954342	0	0	0.08952551477171
ENST00000263549	0	0	0	2	0	0	0	0.338983050847458
ENST00000263563	2	1	0	0	0.266311584553928	0.133155792276964	0	0
ENST00000263576	0	0	0	0	0	0	0	0
ENST00000263578	0	0	0	0	0	0	0	0
ENST00000263579	0	0	0	0	0	0	0	0
ENST00000263593	1	0	0	1	0.191570881226054	0	0	0.191570881226054
ENST00000263610	0	0	0	0	0	0	0	0
ENST00000263620	1	0	0	0	0.177304964539007	0	0	0
ENST00000263629	0	0	0	0	0	0	0	0
ENST00000263635	0	1	0	1	0	0.055370985603544	0	0.055370985603544
ENST00000263650	0	0	0	1	0	0	0	0.192678227360308
ENST00000263655	0	0	0	0	0	0	0	0
ENST00000263657	0	0	0	0	0	0	0	0
ENST00000263663	1	0	0	0	0.170068027210884	0	0	0
ENST00000263666	0	0	0	0	0	0	0	0
ENST00000263671	0	0	0	0	0	0	0	0
ENST00000263674	0	0	0	0	0	0	0	0
ENST00000263681	0	0	0	0	0	0	0	0
ENST00000263694	0	0	0	0	0	0	0	0
ENST00000263697	0	0	0	0	0	0	0	0
ENST00000263702	0	0	0	0	0	0	0	0
ENST00000263707	0	0	0	0	0	0	0	0
ENST00000263708	0	0	0	0	0	0	0	0
ENST00000263713	0	0	0	0	0	0	0	0
ENST00000263726	0	0	0	0	0	0	0	0
